geneid	symbol
ENSMUSG00000089213	Gm23388
ENSMUSG00000089214	Mir1931
ENSMUSG00000089235	Gm23119
ENSMUSG00000089239	Gm22200
ENSMUSG00000089242	Gm24056
ENSMUSG00000089255	Snora78
ENSMUSG00000089258	Gm25711
ENSMUSG00000089261	Mir669n
ENSMUSG00000089263	Gm22892
ENSMUSG00000089265	Gm22888
ENSMUSG00000089271	Gm24552
ENSMUSG00000089281	Scarna6
ENSMUSG00000089282	Gm26024
ENSMUSG00000089286	Gm24277
ENSMUSG00000089290	Gm23207
ENSMUSG00000089292	Gm23209
ENSMUSG00000089296	Gm23205
ENSMUSG00000089298	Gm24636
ENSMUSG00000089299	Gm24637
ENSMUSG00000089308	Gm24837
ENSMUSG00000089313	Gm23182
ENSMUSG00000089317	Snord123
ENSMUSG00000089336	Gm24347
ENSMUSG00000089337	Gm24346
ENSMUSG00000089343	Gm22667
ENSMUSG00000089344	Gm22664
ENSMUSG00000089346	Gm22663
ENSMUSG00000089352	Gm25489
ENSMUSG00000089389	Gm24682
ENSMUSG00000089396	Gm23027
ENSMUSG00000089405	Gm24876
ENSMUSG00000089407	Gm24878
ENSMUSG00000089417	Gm22009
ENSMUSG00000089429	Gm26004
ENSMUSG00000089432	Mir1966
ENSMUSG00000089437	Gm23199
ENSMUSG00000089446	Gm22533
ENSMUSG00000089447	Gm22532
ENSMUSG00000089468	Gm27649
ENSMUSG00000089475	Gm25363
ENSMUSG00000089482	Gm24741
ENSMUSG00000089486	Gm24737
ENSMUSG00000089491	Gm26363
ENSMUSG00000089497	Gm26360
ENSMUSG00000089508	Gm23473
ENSMUSG00000089512	Gm26287
ENSMUSG00000089525	Gm23833
ENSMUSG00000089530	Gm25163
ENSMUSG00000089536	Scarna3a
ENSMUSG00000089542	Gm25835
ENSMUSG00000089544	Gm25837
ENSMUSG00000089550	Gm24179
ENSMUSG00000089555	Mir1933
ENSMUSG00000089562	Gm24666
ENSMUSG00000089581	Gm23341
ENSMUSG00000089586	Gm25348
ENSMUSG00000089588	Gm23548
ENSMUSG00000089598	Gm26158
ENSMUSG00000089606	Gm22501
ENSMUSG00000089607	Gm22500
ENSMUSG00000089617	Scarna10
ENSMUSG00000089622	Gm25447
ENSMUSG00000089627	Gm16228
ENSMUSG00000089628	Gm9727
ENSMUSG00000089631	Gm16326
ENSMUSG00000089633	A230009B12Rik
ENSMUSG00000089634	Nat8b-ps
ENSMUSG00000089635	Gm16559
ENSMUSG00000089636	1700058P15Rik
ENSMUSG00000089639	Gm2862
ENSMUSG00000089640	Gm6397
ENSMUSG00000089645	Gm5766
ENSMUSG00000089646	Gm15796
ENSMUSG00000089647	Gm2245
ENSMUSG00000089648	Gm15790
ENSMUSG00000089652	Gm16025
ENSMUSG00000089653	Gm15841
ENSMUSG00000089654	Ear-ps12
ENSMUSG00000089655	Gm16004
ENSMUSG00000089656	Gm16271
ENSMUSG00000089657	Gm16585
ENSMUSG00000089661	Mia
ENSMUSG00000089662	Gm14057
ENSMUSG00000089663	Gm15651
ENSMUSG00000089664	Gm12494
ENSMUSG00000089665	Fcor
ENSMUSG00000089666	Gm16269
ENSMUSG00000089669	Tnfsf13
ENSMUSG00000089670	Gm16581
ENSMUSG00000089671	Gm16537
ENSMUSG00000089673	Gm16546
ENSMUSG00000089678	Agxt2
ENSMUSG00000089679	Gm16299
ENSMUSG00000089680	Gm15722
ENSMUSG00000089682	Bcl2l2
ENSMUSG00000089683	4930570N18Rik
ENSMUSG00000089684	Gm14163
ENSMUSG00000089685	Gm9017
ENSMUSG00000089686	Mnd1-ps
ENSMUSG00000089687	Rab42
ENSMUSG00000089694	Nat8f7
ENSMUSG00000089695	Gm15946
ENSMUSG00000089697	Gm15947
ENSMUSG00000089698	Gm2541
ENSMUSG00000089699	Gm1992
ENSMUSG00000089701	Gm15978
ENSMUSG00000089702	Gm16568
ENSMUSG00000089703	Gm15833
ENSMUSG00000089704	Galnt2
ENSMUSG00000089706	B230216N24Rik
ENSMUSG00000089707	Slain1os
ENSMUSG00000089708	5330439A09Rik
ENSMUSG00000089709	Gm16262
ENSMUSG00000089710	Gm15810
ENSMUSG00000089711	Gm16240
ENSMUSG00000089712	Gm15889
ENSMUSG00000089713	Gm16564
ENSMUSG00000089714	Gm16092
ENSMUSG00000089715	Cbx6
ENSMUSG00000089716	Gm6264
ENSMUSG00000089717	Olfr275
ENSMUSG00000089718	2310075C17Rik
ENSMUSG00000089719	Gm15758
ENSMUSG00000089723	Gm16117
ENSMUSG00000089726	Mir17hg
ENSMUSG00000089727	Klra8
ENSMUSG00000089728	Clec2f
ENSMUSG00000089729	Gm16552
ENSMUSG00000089730	1700007P06Rik
ENSMUSG00000089735	Gm8428
ENSMUSG00000089736	Tgfbr3l
ENSMUSG00000089737	Gm15688
ENSMUSG00000089739	Gm20431
ENSMUSG00000089742	Gm15898
ENSMUSG00000089743	Gm16226
ENSMUSG00000089744	Gm16146
ENSMUSG00000089745	1810008B01Rik
ENSMUSG00000089746	Gm3513
ENSMUSG00000089748	Matr3-ps2
ENSMUSG00000089755	0610012D04Rik
ENSMUSG00000089756	Zfp966
ENSMUSG00000089759	3632454L22Rik
ENSMUSG00000089760	D030046N08Rik
ENSMUSG00000089762	Ier5l
ENSMUSG00000089764	Gm16580
ENSMUSG00000089766	Gm16538
ENSMUSG00000089767	4930556I23Rik
ENSMUSG00000089768	Tmsb15b1
ENSMUSG00000089773	Skint1
ENSMUSG00000089774	Slc5a3
ENSMUSG00000089776	Gm15684
ENSMUSG00000089779	Gm15641
ENSMUSG00000089780	Gm16306
ENSMUSG00000089781	Gm15756
ENSMUSG00000089782	Gm3531
ENSMUSG00000089783	Gm454
ENSMUSG00000089785	Slc25a5-ps
ENSMUSG00000089787	Gm15825
ENSMUSG00000089789	Rdh1
ENSMUSG00000089791	Gm3555
ENSMUSG00000089792	Gm16571
ENSMUSG00000089794	Gm16337
ENSMUSG00000089796	Gm16575
ENSMUSG00000089797	Gm16118
ENSMUSG00000089798	1700028K03Rik
ENSMUSG00000089800	Rps19-ps10
ENSMUSG00000089803	Gm10171
ENSMUSG00000089804	Gm16136
ENSMUSG00000089806	Gm16570
ENSMUSG00000089807	Gm16298
ENSMUSG00000089808	Gm7241
ENSMUSG00000089809	Rasgef1b
ENSMUSG00000089810	Gm16536
ENSMUSG00000089811	Gm16138
ENSMUSG00000089812	Gm15867
ENSMUSG00000089814	Gm15310
ENSMUSG00000089815	Gm5083
ENSMUSG00000089817	Gm7162
ENSMUSG00000089818	Gm15950
ENSMUSG00000089819	Gm15679
ENSMUSG00000089820	Gm15775
ENSMUSG00000089821	Efhd1os
ENSMUSG00000089822	Gm15759
ENSMUSG00000089824	Rbm12
ENSMUSG00000089827	1700023H06Rik
ENSMUSG00000089828	Gm16300
ENSMUSG00000089829	Gm16565
ENSMUSG00000089830	Gm15749
ENSMUSG00000089832	Shkbp1
ENSMUSG00000089833	Fhitos
ENSMUSG00000089835	Gm7097
ENSMUSG00000089836	Gm16290
ENSMUSG00000089837	Npcd
ENSMUSG00000089838	Gm2962
ENSMUSG00000089839	Rps19-ps11
ENSMUSG00000089840	Gm4491
ENSMUSG00000089842	Pitpnm2os2
ENSMUSG00000089844	A530032D15Rik
ENSMUSG00000089847	Timm10b
ENSMUSG00000089849	Runx2os2
ENSMUSG00000089851	Gm16579
ENSMUSG00000089854	Gm16133
ENSMUSG00000089857	Zfp882
ENSMUSG00000089862	Umad1
ENSMUSG00000089865	Gm44503
ENSMUSG00000089866	Gm15699
ENSMUSG00000089868	Gm16134
ENSMUSG00000089870	Gm15562
ENSMUSG00000089871	Speer4cos
ENSMUSG00000089872	Rps6kc1
ENSMUSG00000089873	Mup13
ENSMUSG00000089874	9230117E06Rik
ENSMUSG00000089875	Etohd2
ENSMUSG00000089876	Tmem102
ENSMUSG00000089877	Gm16102
ENSMUSG00000089879	4930448H16Rik
ENSMUSG00000089883	Gm3355
ENSMUSG00000089885	Gm16296
ENSMUSG00000089886	Gm16184
ENSMUSG00000089887	4930428N03Rik
ENSMUSG00000089888	Gm16547
ENSMUSG00000089889	0610040B10Rik
ENSMUSG00000089892	Olfr1199
ENSMUSG00000089894	Gm15524
ENSMUSG00000089900	Tbc1d22bos
ENSMUSG00000089901	Gm8113
ENSMUSG00000089902	Gm13625
ENSMUSG00000089905	Gm16563
ENSMUSG00000089906	Gm6428
ENSMUSG00000089907	Gm16169
ENSMUSG00000089908	Gm16558
ENSMUSG00000089911	Mfsd14a
ENSMUSG00000089914	4930486I03Rik
ENSMUSG00000089916	Gm16160
ENSMUSG00000089917	Uckl1
ENSMUSG00000089922	Gm43517
ENSMUSG00000089924	Gm15689
ENSMUSG00000089926	Gm15734
ENSMUSG00000089927	Gm16539
ENSMUSG00000089929	Bcl2a1b
ENSMUSG00000089931	Gm8459
ENSMUSG00000089934	4930473D10Rik
ENSMUSG00000089935	Gm16343
ENSMUSG00000089936	Gm16199
ENSMUSG00000089937	Gm7281
ENSMUSG00000089940	Gm4117
ENSMUSG00000089941	Gm16168
ENSMUSG00000089945	Pakap
ENSMUSG00000089947	Gm15509
ENSMUSG00000089948	Far2os1
ENSMUSG00000089949	Gm16137
ENSMUSG00000089951	Zfp968-ps
ENSMUSG00000089952	4933413C19Rik
ENSMUSG00000089956	Gm16553
ENSMUSG00000089957	A830011K09Rik
ENSMUSG00000089958	Gm16165
ENSMUSG00000089959	Gm16268
ENSMUSG00000089961	Gm16567
ENSMUSG00000089964	Gm16582
ENSMUSG00000089966	Gm16030
ENSMUSG00000089967	Gm16550
ENSMUSG00000089968	Nckap5los
ENSMUSG00000089975	Gm7420
ENSMUSG00000089982	Gm7568
ENSMUSG00000089983	2010320O07Rik
ENSMUSG00000089984	Fbxo24
ENSMUSG00000089987	Gpx2-ps1
ENSMUSG00000089988	Gm16238
ENSMUSG00000089989	Gm45713
ENSMUSG00000089990	Gm15852
ENSMUSG00000089991	Gm16332
ENSMUSG00000089992	G6pd2
ENSMUSG00000089993	Gm5822
ENSMUSG00000089994	Gm16239
ENSMUSG00000089995	Gm15716
ENSMUSG00000089996	Tmsb15b2
ENSMUSG00000089997	1810020O05Rik
ENSMUSG00000089998	Phtf1os
ENSMUSG00000089999	Gm6485
ENSMUSG00000090000	Ier3ip1
ENSMUSG00000090001	Gm9719
ENSMUSG00000090002	Gm16006
ENSMUSG00000090005	Gm16540
ENSMUSG00000090006	Gm16227
ENSMUSG00000090007	Rpl30-ps2
ENSMUSG00000090008	Gm16111
ENSMUSG00000090009	Gm16282
ENSMUSG00000090012	Gm16555
ENSMUSG00000090015	Gm15446
ENSMUSG00000090016	Gm16578
ENSMUSG00000090019	Gimap1
ENSMUSG00000090021	Gm6493
ENSMUSG00000090023	Gm16302
ENSMUSG00000090024	Gm16350
ENSMUSG00000090026	Gm15996
ENSMUSG00000090027	Gm15740
ENSMUSG00000090030	A430072P03Rik
ENSMUSG00000090031	4732440D04Rik
ENSMUSG00000090033	Gm16243
ENSMUSG00000090034	Gm15917
ENSMUSG00000090035	Galnt4
ENSMUSG00000090036	Gm15900
ENSMUSG00000090038	Gm16573
ENSMUSG00000090039	Gm15894
ENSMUSG00000090041	Gm16027
ENSMUSG00000090042	Gm8550
ENSMUSG00000090047	Gm16297
ENSMUSG00000090048	Runx2os3
ENSMUSG00000090050	Gm16339
ENSMUSG00000090053	Pakap
ENSMUSG00000090054	Gm15629
ENSMUSG00000090057	Gm16333
ENSMUSG00000090059	Olfr1062
ENSMUSG00000090061	Nwd2
ENSMUSG00000090062	Galnt6os
ENSMUSG00000090063	Dlx6os1
ENSMUSG00000090066	1110002E22Rik
ENSMUSG00000090067	Gm2976
ENSMUSG00000090069	E430024P14Rik
ENSMUSG00000090070	Gm16577
ENSMUSG00000090071	Cdk5r2
ENSMUSG00000090073	Gm13538
ENSMUSG00000090074	Gm6921
ENSMUSG00000090075	Gm16251
ENSMUSG00000090077	Lime1
ENSMUSG00000090078	Gm16147
ENSMUSG00000090079	Gm15849
ENSMUSG00000090080	Gm15872
ENSMUSG00000090081	Gm16587
ENSMUSG00000090083	Rnf8
ENSMUSG00000090084	Srpx
ENSMUSG00000090086	AI480526
ENSMUSG00000090087	Gm15939
ENSMUSG00000090088	Gm15934
ENSMUSG00000090093	Gm14399
ENSMUSG00000090095	Rpl29-ps1
ENSMUSG00000090098	Alms1-ps2
ENSMUSG00000090099	Gm8837
ENSMUSG00000090100	Ttbk2
ENSMUSG00000090101	Snhg9
ENSMUSG00000090104	Slmapos2
ENSMUSG00000090105	Gm15890
ENSMUSG00000090110	Cmc4
ENSMUSG00000090112	Shprh
ENSMUSG00000090113	Nhlrc4
ENSMUSG00000090114	Gm3076
ENSMUSG00000090115	Usp49
ENSMUSG00000090116	Gm15680
ENSMUSG00000090117	Gm16541
ENSMUSG00000090118	Gm16163
ENSMUSG00000090119	Gm8185
ENSMUSG00000090120	A730090N16Rik
ENSMUSG00000090121	Abhd12b
ENSMUSG00000090122	Kcne1l
ENSMUSG00000090124	Ugt1a7c
ENSMUSG00000090125	Pou3f1
ENSMUSG00000090126	4930519F09Rik
ENSMUSG00000090129	Olfr287
ENSMUSG00000090135	Gm15809
ENSMUSG00000090136	Gm10177
ENSMUSG00000090137	Uba52
ENSMUSG00000090138	Gm3687
ENSMUSG00000090142	Gm15795
ENSMUSG00000090146	4930405H06Rik
ENSMUSG00000090150	Acad11
ENSMUSG00000090151	Gm16043
ENSMUSG00000090157	Gm16534
ENSMUSG00000090159	Gm8580
ENSMUSG00000090160	4930480K15Rik
ENSMUSG00000090162	Gm6808
ENSMUSG00000090163	Gm16231
ENSMUSG00000090164	BC035044
ENSMUSG00000090165	Ugt1a10
ENSMUSG00000090168	D630014O11Rik
ENSMUSG00000090173	Fbxw10
ENSMUSG00000090174	Gm10612
ENSMUSG00000090176	Cd200r2
ENSMUSG00000090185	Gm15523
ENSMUSG00000090188	Gm7418
ENSMUSG00000090191	9230105E05Rik
ENSMUSG00000090192	Gm16556
ENSMUSG00000090194	Gm16161
ENSMUSG00000090197	Dnaja1-ps
ENSMUSG00000090199	Gm16029
ENSMUSG00000090200	1700025N21Rik
ENSMUSG00000090202	4930503B20Rik
ENSMUSG00000090203	AU015336
ENSMUSG00000090206	Tepp
ENSMUSG00000090207	4930524O07Rik
ENSMUSG00000090208	Gm15851
ENSMUSG00000090210	Itga10
ENSMUSG00000090211	Gm16050
ENSMUSG00000090213	Tmem189
ENSMUSG00000090214	Gm15657
ENSMUSG00000090215	Trim34b
ENSMUSG00000090216	Gm16549
ENSMUSG00000090217	Gm16116
ENSMUSG00000090220	Pitpnm2os1
ENSMUSG00000090222	Ifi203-ps
ENSMUSG00000090223	Pcp4
ENSMUSG00000090227	Gm16554
ENSMUSG00000090230	Gm16315
ENSMUSG00000090231	Cfb
ENSMUSG00000090232	Gm16132
ENSMUSG00000090235	Gm16244
ENSMUSG00000090236	Car15
ENSMUSG00000090237	Gm16308
ENSMUSG00000090242	Rpl17-ps11
ENSMUSG00000090243	Gm16103
ENSMUSG00000090244	Gm16572
ENSMUSG00000090246	Gm17017
ENSMUSG00000090247	Bloc1s1
ENSMUSG00000090248	Gm14027
ENSMUSG00000090252	Gm16028
ENSMUSG00000090254	Gm1965
ENSMUSG00000090255	4921534H16Rik
ENSMUSG00000090256	Alms1-ps1
ENSMUSG00000090257	Gm4524
ENSMUSG00000090258	Churc1
ENSMUSG00000090260	2810442N19Rik
ENSMUSG00000090263	D730045A05Rik
ENSMUSG00000090264	Eif4ebp3
ENSMUSG00000090266	Mettl23
ENSMUSG00000090270	Gm17226
ENSMUSG00000090272	Mndal
ENSMUSG00000090273	Prr22
ENSMUSG00000090290	Tarbp1
ENSMUSG00000090291	Lrrc10b
ENSMUSG00000090298	Sult3a2
ENSMUSG00000090303	Vmn2r-ps3
ENSMUSG00000090304	Vmn2r99
ENSMUSG00000090305	Gm5459
ENSMUSG00000090306	Adh6-ps1
ENSMUSG00000090307	1700071M16Rik
ENSMUSG00000090317	Gm17324
ENSMUSG00000090319	Gm4462
ENSMUSG00000090322	Gm17090
ENSMUSG00000090323	Gm5263
ENSMUSG00000090326	Dthd1
ENSMUSG00000090327	Gm17111
ENSMUSG00000090329	Gm17160
ENSMUSG00000090330	9130221H12Rik
ENSMUSG00000090331	Gm17199
ENSMUSG00000090334	Gm17149
ENSMUSG00000090336	Cfap97d2
ENSMUSG00000090338	Gm17081
ENSMUSG00000090342	Vmn2r46
ENSMUSG00000090346	Vmn1r5
ENSMUSG00000090350	Gm17148
ENSMUSG00000090352	Gm3972
ENSMUSG00000090353	Gm17555
ENSMUSG00000090355	Vmn2r-ps128
ENSMUSG00000090356	Teddm3
ENSMUSG00000090357	Gm17077
ENSMUSG00000090358	Gm2822
ENSMUSG00000090362	Vmn2r79
ENSMUSG00000090363	Gm3512
ENSMUSG00000090369	4933411K16Rik
ENSMUSG00000090374	Gm17232
ENSMUSG00000090381	Gm6158
ENSMUSG00000090383	Vmn2r58
ENSMUSG00000090386	Mir99ahg
ENSMUSG00000090387	Gm17056
ENSMUSG00000090389	Cdv3-ps
ENSMUSG00000090394	4930523C07Rik
ENSMUSG00000090397	Gm17096
ENSMUSG00000090404	Gm8362
ENSMUSG00000090406	Gm17058
ENSMUSG00000090427	Gm17225
ENSMUSG00000090429	Gm17271
ENSMUSG00000090436	Vmn2r75
ENSMUSG00000090439	Gm17455
ENSMUSG00000090441	Gm17651
ENSMUSG00000090449	Gm17076
ENSMUSG00000090451	Gm6133
ENSMUSG00000090458	Gm17122
ENSMUSG00000090459	Gm17210
ENSMUSG00000090460	Gm17511
ENSMUSG00000090461	Iltifb
ENSMUSG00000090467	Gm4613
ENSMUSG00000090468	Gm2840
ENSMUSG00000090474	Gm9372
ENSMUSG00000090475	Gm6245
ENSMUSG00000090486	BC035947
ENSMUSG00000090487	Gm2888
ENSMUSG00000090489	Gm17415
ENSMUSG00000090500	Gm17057
ENSMUSG00000090505	Gm3486
ENSMUSG00000090509	Sfta2
ENSMUSG00000090516	Rps11-ps1
ENSMUSG00000090523	Gypc
ENSMUSG00000090534	Gm4675
ENSMUSG00000090535	Gm8540
ENSMUSG00000090544	Gm6576
ENSMUSG00000090546	Cdr1
ENSMUSG00000090550	Prlh
ENSMUSG00000090553	Snrpe
ENSMUSG00000090555	Gm8893
ENSMUSG00000090556	Olfr753-ps1
ENSMUSG00000090558	Gm17202
ENSMUSG00000090559	Gm17137
ENSMUSG00000090561	Gm17207
ENSMUSG00000090564	A430057M04Rik
ENSMUSG00000090565	4930405O22Rik
ENSMUSG00000090570	Gm17041
ENSMUSG00000090572	Vmn2r109
ENSMUSG00000090576	Gm17055
ENSMUSG00000090581	Vmn2r6
ENSMUSG00000090582	Gm17024
ENSMUSG00000090585	4933406F09Rik
ENSMUSG00000090588	Gm9573
ENSMUSG00000090589	Gm17180
ENSMUSG00000090592	Gm17571
ENSMUSG00000090602	Gm5611
ENSMUSG00000090608	Gm17200
ENSMUSG00000090610	Gm3571
ENSMUSG00000090618	Gm8379
ENSMUSG00000090619	Vmn2r60
ENSMUSG00000090622	A930033H14Rik
ENSMUSG00000090623	Cfhr3
ENSMUSG00000090624	Gm17060
ENSMUSG00000090625	Gm20721
ENSMUSG00000090626	Tex9
ENSMUSG00000090631	Olfr456
ENSMUSG00000090634	Gm8126
ENSMUSG00000090641	Zfp712
ENSMUSG00000090642	Gm17182
ENSMUSG00000090643	Gm3453
ENSMUSG00000090655	Vmn2r120
ENSMUSG00000090659	Zfp493
ENSMUSG00000090660	Gm17030
ENSMUSG00000090662	Vmn2r45
ENSMUSG00000090665	Gad1-ps
ENSMUSG00000090667	Gm765
ENSMUSG00000090671	Gm5067
ENSMUSG00000090674	Gm17082
ENSMUSG00000090675	Olfr111
ENSMUSG00000090685	Atp6v1fnb
ENSMUSG00000090688	Vmn2r12
ENSMUSG00000090690	Gm8020
ENSMUSG00000090691	Gm3667
ENSMUSG00000090693	Trim43a
ENSMUSG00000090698	Apold1
ENSMUSG00000090699	Gm9071
ENSMUSG00000090700	Cyp4f40
ENSMUSG00000090704	Trp53-ps
ENSMUSG00000090706	Gm17233
ENSMUSG00000090707	Gm8237
ENSMUSG00000090708	Gm17196
ENSMUSG00000090709	Gm17173
ENSMUSG00000090710	Pate11
ENSMUSG00000090716	Gm3371
ENSMUSG00000090722	Gm8378
ENSMUSG00000090733	Rps27
ENSMUSG00000090737	Gm6788
ENSMUSG00000090744	Gm6871
ENSMUSG00000090751	Vmn2r63
ENSMUSG00000090753	Rpl31-ps4
ENSMUSG00000090758	Gm17178
ENSMUSG00000090761	Gm17201
ENSMUSG00000090762	Vmn2r56
ENSMUSG00000090764	Gm3127
ENSMUSG00000090773	Vmn2r-ps69
ENSMUSG00000090774	Vmn2r74
ENSMUSG00000090777	Ccdc188
ENSMUSG00000090778	Gm3235
ENSMUSG00000090779	Gm17110
ENSMUSG00000090785	Gm17116
ENSMUSG00000090788	Gm9597
ENSMUSG00000090790	Gm17377
ENSMUSG00000090799	Klhl33
ENSMUSG00000090806	Vmn2r70
ENSMUSG00000090812	Samd15
ENSMUSG00000090816	Gm6729
ENSMUSG00000090824	Olfr1344
ENSMUSG00000090839	Gm17094
ENSMUSG00000090840	1700092M07Rik
ENSMUSG00000090841	Myl6
ENSMUSG00000090843	Heatr4
ENSMUSG00000090849	Vmn2r-ps36
ENSMUSG00000090853	Gm17364
ENSMUSG00000090860	Gm17134
ENSMUSG00000090861	Arf4os
ENSMUSG00000090862	Rps13
ENSMUSG00000090863	A530084C06Rik
ENSMUSG00000090864	Vmn2r40
ENSMUSG00000090868	Trav9d-4
ENSMUSG00000090872	Gm3239
ENSMUSG00000090873	Gm17112
ENSMUSG00000090877	Hspa1b
ENSMUSG00000090881	Phf11
ENSMUSG00000090891	D6Ertd527e
ENSMUSG00000090892	Vmn2r41
ENSMUSG00000090894	Olfr110
ENSMUSG00000090897	Gm44501
ENSMUSG00000090907	C030017D09Rik
ENSMUSG00000090919	Pabpc4l
ENSMUSG00000090925	1810064F22Rik
ENSMUSG00000090935	Synj2bp
ENSMUSG00000090936	Gm17705
ENSMUSG00000090939	Gm17147
ENSMUSG00000090941	Gm17212
ENSMUSG00000090942	F830016B08Rik
ENSMUSG00000090946	Ccdc71l
ENSMUSG00000090949	Vmn2r77
ENSMUSG00000090952	Gm17251
ENSMUSG00000090955	Gm17097
ENSMUSG00000090957	Gm7535
ENSMUSG00000090958	Lrrc32
ENSMUSG00000090963	Gm17655
ENSMUSG00000090964	Gm17206
ENSMUSG00000090965	Gm17203
ENSMUSG00000090966	Vmn2r116
ENSMUSG00000090967	Vmn2r61
ENSMUSG00000090981	Olfr718-ps1
ENSMUSG00000090990	Gm17197
ENSMUSG00000090994	Gm6153
ENSMUSG00000090996	Gm20458
ENSMUSG00000091002	Tcerg1l
ENSMUSG00000091003	Gm7244
ENSMUSG00000091004	Gm6872
ENSMUSG00000091006	Vmn2r69
ENSMUSG00000091007	D630036H23Rik
ENSMUSG00000091013	Vmn1r1
ENSMUSG00000091014	Gm5244
ENSMUSG00000091017	Fam71a
ENSMUSG00000091019	Gm7502
ENSMUSG00000091020	Gm5828
ENSMUSG00000091021	Gm17300
ENSMUSG00000091022	Gm3115
ENSMUSG00000091028	Gm10722
ENSMUSG00000091034	Gm17660
ENSMUSG00000091037	Gm17661
ENSMUSG00000091040	Gm9359
ENSMUSG00000091041	Gm17720
ENSMUSG00000091043	Glyatl3
ENSMUSG00000091045	Vmn2r55
ENSMUSG00000091049	Gm1979
ENSMUSG00000091050	9330020H09Rik
ENSMUSG00000091055	Siglec15
ENSMUSG00000091058	Gm17538
ENSMUSG00000091060	Myocos
ENSMUSG00000091061	4930445B16Rik
ENSMUSG00000091071	1700030C10Rik
ENSMUSG00000091078	Gm17218
ENSMUSG00000091079	Gm17105
ENSMUSG00000091083	Gm4535
ENSMUSG00000091086	Rpl6l
ENSMUSG00000091091	Kcnmb3
ENSMUSG00000091102	5830462I19Rik
ENSMUSG00000091105	Mrto4-ps2
ENSMUSG00000091109	Gm17622
ENSMUSG00000091110	Gm2832
ENSMUSG00000091117	Gm9064
ENSMUSG00000091119	Ccdc152
ENSMUSG00000091131	Gm7945
ENSMUSG00000091133	Gm17108
ENSMUSG00000091144	Phf11c
ENSMUSG00000091147	4921509A06Rik
ENSMUSG00000091149	Gm17020
ENSMUSG00000091154	Proscos
ENSMUSG00000091155	Serpine3
ENSMUSG00000091159	Gm17545
ENSMUSG00000091160	Gm17133
ENSMUSG00000091163	Gm3962
ENSMUSG00000091165	Gm17036
ENSMUSG00000091172	Gm17120
ENSMUSG00000091174	Pate10
ENSMUSG00000091177	Gm15494
ENSMUSG00000091183	Gm5141
ENSMUSG00000091184	Gm17059
ENSMUSG00000091185	Gm3278
ENSMUSG00000091191	Gm17334
ENSMUSG00000091192	Sardhos
ENSMUSG00000091193	Gm17333
ENSMUSG00000091194	Gm19840
ENSMUSG00000091198	Gm5218
ENSMUSG00000091199	Gm2619
ENSMUSG00000091204	Gm7271
ENSMUSG00000091205	Vmn2r71
ENSMUSG00000091206	Vmn2r91
ENSMUSG00000091212	Krtap11-1
ENSMUSG00000091215	Pate1
ENSMUSG00000091223	Gm8775
ENSMUSG00000091227	Gm3755
ENSMUSG00000091228	Gm20390
ENSMUSG00000091230	H1f11-ps
ENSMUSG00000091233	Gm6434
ENSMUSG00000091237	Gm17114
ENSMUSG00000091238	Gm17103
ENSMUSG00000091239	Vmn2r76
ENSMUSG00000091243	Vgll3
ENSMUSG00000091255	Speer4e
ENSMUSG00000091259	Vmn2r110
ENSMUSG00000091260	Vmn2r19
ENSMUSG00000091264	Smim13
ENSMUSG00000091269	Gm6682
ENSMUSG00000091272	Gm17641
ENSMUSG00000091275	Gm3248
ENSMUSG00000091277	Gm1818
ENSMUSG00000091280	Gm17032
ENSMUSG00000091283	Gm17234
ENSMUSG00000091285	Gm17430
ENSMUSG00000091288	Gm17075
ENSMUSG00000091293	Gm6047
ENSMUSG00000091297	Gm8439
ENSMUSG00000091304	Speer6-ps1
ENSMUSG00000091305	Gm17100
ENSMUSG00000091306	Gm17606
ENSMUSG00000091307	Gm8895
ENSMUSG00000091313	Fth-ps2
ENSMUSG00000091315	Gm17214
ENSMUSG00000091318	Gm5415
ENSMUSG00000091325	Gm3760
ENSMUSG00000091329	1700112D23Rik
ENSMUSG00000091337	Eid1
ENSMUSG00000091345	Col6a5
ENSMUSG00000091350	Vmn2r92
ENSMUSG00000091351	Gm17135
ENSMUSG00000091358	Speer5-ps1
ENSMUSG00000091361	Gm5277
ENSMUSG00000091363	Gm7701
ENSMUSG00000091366	Gm17040
ENSMUSG00000091367	Gm17711
ENSMUSG00000091370	5730435O14Rik
ENSMUSG00000091373	Gm8810
ENSMUSG00000091375	Vmn2r15
ENSMUSG00000091378	Gm4219
ENSMUSG00000091381	Vmn2r83
ENSMUSG00000091383	Hist1h2al
ENSMUSG00000091386	Olfr443-ps1
ENSMUSG00000091387	Gcnt4
ENSMUSG00000091390	Gm17168
ENSMUSG00000091393	5330438I03Rik
ENSMUSG00000091400	Gm6356
ENSMUSG00000091401	Gm9252
ENSMUSG00000091402	Rd3l
ENSMUSG00000091405	H4c14
ENSMUSG00000091407	Vmn2r117
ENSMUSG00000091408	Gm6728
ENSMUSG00000091410	Gm17150
ENSMUSG00000091411	Gm5916
ENSMUSG00000091412	Gm2895
ENSMUSG00000091415	Ak9
ENSMUSG00000091418	Gm3164
ENSMUSG00000091419	Gm17450
ENSMUSG00000091421	Gm4202
ENSMUSG00000091423	Gm17509
ENSMUSG00000091425	Gm17118
ENSMUSG00000091426	Gm17228
ENSMUSG00000091430	Platr19
ENSMUSG00000091438	Gm17088
ENSMUSG00000091441	Gm17387
